end station name
Roxbury Crossing T Stop - Columbus Ave at Tremont St
MIT at Mass Ave / Amherst St
Third at Binney
Porter Square Station
Charles Circle - Charles St at Cambridge St TEMPORARY WINTER LOCATION
Seaport Square - Seaport Blvd at Northern Ave
MIT Stata Center at Vassar St / Main St
University Park
Boston City Hall - 28 State St
Harvard Square at Mass Ave/ Dunster
Ames St at Main St
Charles Circle - Charles St at Cambridge St TEMPORARY WINTER LOCATION
Charles Circle - Charles St at Cambridge St TEMPORARY WINTER LOCATION
Davis Square
MIT Stata Center at Vassar St / Main St
Central Square at Mass Ave / Essex St
Porter Square Station
CambridgeSide Galleria - CambridgeSide PL at Land Blvd
Washington St at Rutland St
Harvard University Gund Hall at Quincy St / Kirkland S
Alewife Station at Russell Field
Lewis Wharf at Atlantic Ave
Washington Square at Washington St. / Beacon St. TEMPORARY WINTER LOCATION
Dana Park
Coolidge Corner - Beacon St @ Centre St
Columbus Ave at Massachusetts Ave
Harvard Square at Brattle St / Eliot St
Christian Science Plaza - Massachusetts Ave at Westland Ave
MIT Stata Center at Vassar St / Main St
Aquarium T Stop - 200 Atlantic Ave
Ink Block - Harrison Ave at Herald St
Lower Cambridgeport at Magazine St / Riverside Rd
Christian Science Plaza - Massachusetts Ave at Westland Ave
Ames St at Main St
Ames St at Main St
Boston City Hall - 28 State St
Soldiers Field Park - 111 Western Ave
South End Library - Tremont St at W Newton St
Central Square at Mass Ave / Essex St
Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St
Back Bay T Stop - Dartmouth St at Stuart St
Christian Science Plaza - Massachusetts Ave at Westland Ave
MIT at Mass Ave / Amherst St
University Park
Back Bay T Stop - Dartmouth St at Stuart St
Fan Pier
Christian Science Plaza - Massachusetts Ave at Westland Ave
Prudential Center - Belvedere St
MIT Stata Center at Vassar St / Main St
Cambridge St at Joy St
Fresh Pond Reservation
Watermark Seaport - Boston Wharf Rd at Seaport Blvd
Rowes Wharf at Atlantic Ave
Arch St at Franklin St
Lewis Wharf at Atlantic Ave
Rowes Wharf at Atlantic Ave
Harvard University Housing - 115 Putnam Ave at Peabody Terrace
Washington St at Lenox St
Harvard Square at Brattle St / Eliot St
MIT Stata Center at Vassar St / Main St
Brian P. Murphy Staircase at Child Street
Seaport Hotel - Congress St at Seaport Ln
Harvard Square at Mass Ave/ Dunster
The Lawn on D
Columbus Ave at Massachusetts Ave
Ink Block - Harrison Ave at Herald St
Ink Block - Harrison Ave at Herald St
Chinatown Gate Plaza
Maverick Square - Lewis Mall
Central Square at Mass Ave / Essex St
Lower Cambridgeport at Magazine St / Riverside Rd
Washington St at Rutland St
Central Square at Mass Ave / Essex St
Watermark Seaport - Boston Wharf Rd at Seaport Blvd
MIT Vassar St
Conway Park - Somerville Avenue
Harvard University Housing - 115 Putnam Ave at Peabody Terrace
Charles Circle - Charles St at Cambridge St TEMPORARY WINTER LOCATION
Central Square at Mass Ave / Essex St
University Park
Washington St at Waltham St
Dana Park
MIT Pacific St at Purrington St
Cambridge Dept. of Public Works -147 Hampshire St.
Ink Block - Harrison Ave at Herald St
Verizon Innovation Hub 10 Ware Street
Cambridge St - at Columbia St / Webster Ave
One Kendall Square at Hampshire St / Portland St
Rindge Avenue - O'Neill Library
Back Bay T Stop - Dartmouth St at Stuart St
Back Bay T Stop - Dartmouth St at Stuart St
Chinatown Gate Plaza
University Park
W Broadway at Dorchester St
Harvard University Gund Hall at Quincy St / Kirkland S
MIT Vassar St
Linear Park - Mass. Ave. at Cameron Ave. 
University Park
South Boston Library - 646 E Broadway
One Kendall Square at Hampshire St / Portland St
Powder House Circle - Nathan Tufts Park
Dana Park
Columbus Ave at Massachusetts Ave
Prudential Center - Belvedere St
MIT Pacific St at Purrington St
Boston City Hall - 28 State St
Kendall Street
Prudential Center - Belvedere St
Columbus Ave at Massachusetts Ave
Prudential Center - Belvedere St
W Broadway at Dorchester St
Davis Square
Kendall Street
HMS/HSPH - Avenue Louis Pasteur at Longwood Ave
Nashua Street at Red Auerbach Way
Boston City Hall - 28 State St
Seaport Blvd at Sleeper St
MIT Stata Center at Vassar St / Main St
South Station - 700 Atlantic Ave
Landmark Center - Brookline Ave at Park Dr
Wentworth Institute of Technology - Huntington Ave at Vancouver St
Sidney Research Campus/ Erie Street at Waverly
Central Square at Mass Ave / Essex St
Kendall T
Harvard Kennedy School at Bennett St / Eliot St
Lafayette Square at Mass Ave / Main St / Columbia St
Seaport Blvd at Sleeper St
Seaport Square - Seaport Blvd at Northern Ave
Surface Rd at India St
Washington St at Rutland St
Kendall Street
MIT Stata Center at Vassar St / Main St
Central Square at Mass Ave / Essex St
MIT Stata Center at Vassar St / Main St
Seaport Blvd at Sleeper St
Back Bay T Stop - Dartmouth St at Stuart St
175 N Harvard St
Purchase St at Pearl St
Cambridge Dept. of Public Works -147 Hampshire St.
Seaport Square - Seaport Blvd at Northern Ave
Lewis Wharf at Atlantic Ave
Seaport Square - Seaport Blvd at Northern Ave
Purchase St at Pearl St
Arch St at Franklin St
MIT Stata Center at Vassar St / Main St
Green Street T Stop - Green St at Amory St
Davis Square
Back Bay T Stop - Dartmouth St at Stuart St
Nashua Street at Red Auerbach Way
Davis Square
Surface Rd at India St
The Lawn on D
Beacon St at Arlington St
S Huntington Ave at Heath St
Seaport Hotel - Congress St at Seaport Ln
Longwood Ave at Binney St
CambridgeSide Galleria - CambridgeSide PL at Land Blvd
Beacon St at Arlington St
South Station - 700 Atlantic Ave
South Station - 700 Atlantic Ave
Central Square at Mass Ave / Essex St
Back Bay T Stop - Dartmouth St at Stuart St
Boylston St at Arlington St TEMPORARY WINTER LOCATION
Kendall T
MIT at Mass Ave / Amherst St
Stuart St at Charles St
Kendall Street
Davis Square
Cambridge St at Joy St
One Memorial Drive
Binney St / Sixth St
Rowes Wharf at Atlantic Ave
Mt Auburn
Boston City Hall - 28 State St
ID Building East
Back Bay T Stop - Dartmouth St at Stuart St
Beacon St at Arlington St
Prudential Center - Belvedere St
Chinatown Gate Plaza
Harvard University Radcliffe Quadrangle at Shepard St / Garden St
South Station - 700 Atlantic Ave
Surface Rd at India St
CambridgeSide Galleria - CambridgeSide PL at Land Blvd
Ruggles T Stop - Columbus Ave at Melnea Cass Blvd
MIT Stata Center at Vassar St / Main St
Seaport Square - Seaport Blvd at Northern Ave
One Memorial Drive
Back Bay T Stop - Dartmouth St at Stuart St
Sidney Research Campus/ Erie Street at Waverly
South Station - 700 Atlantic Ave
Washington St at Rutland St
Kenmore Square
Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St
Purchase St at Pearl St
Arch St at Franklin St
Surface Rd at India St
Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St
MIT at Mass Ave / Amherst St
Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St
Boylston St at Arlington St TEMPORARY WINTER LOCATION
Lewis Wharf at Atlantic Ave
Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St
Third at Binney
Back Bay T Stop - Dartmouth St at Stuart St
Arch St at Franklin St
Cambridge St - at Columbia St / Webster Ave
CambridgeSide Galleria - CambridgeSide PL at Land Blvd
South Station - 700 Atlantic Ave
Surface Rd at India St
Kendall Street
Cross St at Hanover St
Binney St / Sixth St
Christian Science Plaza - Massachusetts Ave at Westland Ave
Back Bay T Stop - Dartmouth St at Stuart St
Kendall T
Third at Binney
Boston City Hall - 28 State St
CambridgeSide Galleria - CambridgeSide PL at Land Blvd
Harvard Square at Brattle St / Eliot St
Kendall Street
MIT Stata Center at Vassar St / Main St
Purchase St at Pearl St
Back Bay T Stop - Dartmouth St at Stuart St
Back Bay T Stop - Dartmouth St at Stuart St
One Memorial Drive
Spaulding Rehabilitation Hospital - Charlestown Navy Yard
Aquarium T Stop - 200 Atlantic Ave
Watermark Seaport - Boston Wharf Rd at Seaport Blvd
Harvard Square at Brattle St / Eliot St
Davis Square
CambridgeSide Galleria - CambridgeSide PL at Land Blvd
Central Square at Mass Ave / Essex St
Linear Park - Mass. Ave. at Cameron Ave. 
ID Building West
Inman Square at Vellucci Plaza / Hampshire St
Seaport Blvd at Sleeper St
Harvard Kennedy School at Bennett St / Eliot St
CambridgeSide Galleria - CambridgeSide PL at Land Blvd
South Station - 700 Atlantic Ave
Congress St at North St
Congress St at North St
Seaport Hotel - Congress St at Seaport Ln
Congress St at North St
Surface Rd at India St
Seaport Square - Seaport Blvd at Northern Ave
Watermark Seaport - Boston Wharf Rd at Seaport Blvd
Watermark Seaport - Boston Wharf Rd at Seaport Blvd
Mt Auburn
South Station - 700 Atlantic Ave
University Park
South End Library - Tremont St at W Newton St
South Station - 700 Atlantic Ave
ID Building East
Harvard Square at Brattle St / Eliot St
Seaport Square - Seaport Blvd at Northern Ave
One Broadway / Kendall Sq at Main St / 3rd St
One Memorial Drive
Seaport Square - Seaport Blvd at Northern Ave
MIT Stata Center at Vassar St / Main St
175 N Harvard St
Washington St at Rutland St
Boston City Hall - 28 State St
One Memorial Drive
MIT Stata Center at Vassar St / Main St
Back Bay T Stop - Dartmouth St at Stuart St
Harvard Kennedy School at Bennett St / Eliot St
Lechmere Station at Cambridge St / First St
Ames St at Main St
Central Square at Mass Ave / Essex St
Danehy Park
Purchase St at Pearl St
MIT Pacific St at Purrington St
Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St
Harvard Law School at Mass Ave / Jarvis St
State Street at Channel Center
One Kendall Square at Hampshire St / Portland St
Fan Pier
Harvard University River Houses at DeWolfe St / Cowperthwaite St
MIT at Mass Ave / Amherst St
Arch St at Franklin St
Kendall Street
Harvard University Housing - 115 Putnam Ave at Peabody Terrace
Innovation Lab - 125 Western Ave at Batten Way
Lechmere Station at Cambridge St / First St
Kenmore Square
Purchase St at Pearl St
Harvard Kennedy School at Bennett St / Eliot St
Harvard Square at Mass Ave/ Dunster
Lewis Wharf at Atlantic Ave
Cambridge St at Joy St
Dorchester Ave at Gillette Park
ID Building West
Chinatown Gate Plaza
Lechmere Station at Cambridge St / First St
Inman Square at Vellucci Plaza / Hampshire St
Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St
MIT Stata Center at Vassar St / Main St
Lewis Wharf at Atlantic Ave
Orient Heights T Stop - Bennington St at Saratoga St
One Broadway / Kendall Sq at Main St / 3rd St
MIT Stata Center at Vassar St / Main St
EF - North Point Park
Cross St at Hanover St
Lafayette Square at Mass Ave / Main St / Columbia St
Central Square at Mass Ave / Essex St
Third at Binney
Lewis Wharf at Atlantic Ave
Harvard Square at Mass Ave/ Dunster
Arch St at Franklin St
Inman Square at Vellucci Plaza / Hampshire St
South Station - 700 Atlantic Ave
ID Building East
CambridgeSide Galleria - CambridgeSide PL at Land Blvd
South Station - 700 Atlantic Ave
EF - North Point Park
EF - North Point Park
Lewis Wharf at Atlantic Ave
Longwood Ave at Binney St
Porter Square Station
Chinatown Gate Plaza
One Broadway / Kendall Sq at Main St / 3rd St
MIT Stata Center at Vassar St / Main St
Harvard Kennedy School at Bennett St / Eliot St
MIT at Mass Ave / Amherst St
MIT at Mass Ave / Amherst St
Harvard Kennedy School at Bennett St / Eliot St
Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St
Fan Pier
Lewis Wharf at Atlantic Ave
Central Square at Mass Ave / Essex St
Harvard University Radcliffe Quadrangle at Shepard St / Garden St
Christian Science Plaza - Massachusetts Ave at Westland Ave
Central Square at Mass Ave / Essex St
B.U. Central - 725 Comm. Ave.
Harvard Kennedy School at Bennett St / Eliot St
Prudential Center - Belvedere St
Seaport Blvd at Sleeper St
MIT Stata Center at Vassar St / Main St
MIT Stata Center at Vassar St / Main St
Kendall T
Chinatown Gate Plaza
MIT at Mass Ave / Amherst St
Seaport Blvd at Sleeper St
Surface Rd at India St
CambridgeSide Galleria - CambridgeSide PL at Land Blvd
MIT at Mass Ave / Amherst St
Binney St / Sixth St
Seaport Square - Seaport Blvd at Northern Ave
Porter Square Station
Surface Rd at India St
Kendall T
Chinatown Gate Plaza
Cambridge St at Joy St
HMS/HSPH - Avenue Louis Pasteur at Longwood Ave
Kendall T
Harvard Kennedy School at Bennett St / Eliot St
Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St
MIT Stata Center at Vassar St / Main St
Ames St at Main St
Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St
ID Building East
Ames St at Main St
Washington St at Rutland St
Seaport Hotel - Congress St at Seaport Ln
Cambridge Main Library at Broadway / Trowbridge St
Harvard University Housing - 115 Putnam Ave at Peabody Terrace
Inman Square at Vellucci Plaza / Hampshire St
Porter Square Station
Lechmere Station at Cambridge St / First St
Harvard University Radcliffe Quadrangle at Shepard St / Garden St
MIT Stata Center at Vassar St / Main St
Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St
Lechmere Station at Cambridge St / First St
Nashua Street at Red Auerbach Way
Harvard Square at Mass Ave/ Dunster
Warren St at Chelsea St
Tremont St at West St
Boylston St at Arlington St TEMPORARY WINTER LOCATION
Copley Square - Dartmouth St at Boylston St
One Broadway / Kendall Sq at Main St / 3rd St
Harvard Square at Brattle St / Eliot St
Kendall T
Kenmore Square
Prudential Center - Belvedere St
Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St
South Station - 700 Atlantic Ave
MIT at Mass Ave / Amherst St
ID Building West
Seaport Blvd at Sleeper St
Watermark Seaport - Boston Wharf Rd at Seaport Blvd
Central Square at Mass Ave / Essex St
MIT at Mass Ave / Amherst St
MIT Stata Center at Vassar St / Main St
Landmark Center - Brookline Ave at Park Dr
Commonwealth Ave at Buick St
Lower Cambridgeport at Magazine St / Riverside Rd
Harvard University Radcliffe Quadrangle at Shepard St / Garden St
Kenmore Square
Lafayette Square at Mass Ave / Main St / Columbia St
Nashua Street at Red Auerbach Way
MIT Stata Center at Vassar St / Main St
Harvard Kennedy School at Bennett St / Eliot St
W Broadway at Dorchester St
Charles Circle - Charles St at Cambridge St TEMPORARY WINTER LOCATION
Cambridge St - at Columbia St / Webster Ave
Warren St at Chelsea St
Harvard Square at Mass Ave/ Dunster
University Park
Harvard Kennedy School at Bennett St / Eliot St
Lower Cambridgeport at Magazine St / Riverside Rd
W Broadway at D St
MIT at Mass Ave / Amherst St
Copley Square - Dartmouth St at Boylston St
Lechmere Station at Cambridge St / First St
Arch St at Franklin St
Prudential Center - Belvedere St
Central Square at Mass Ave / Essex St
Commonwealth Ave at Buick St
Union Square - Somerville
Central Square at Mass Ave / Essex St
Prudential Center - Belvedere St
One Kendall Square at Hampshire St / Portland St
Harvard Kennedy School at Bennett St / Eliot St
Davis Square
Aquarium T Stop - 200 Atlantic Ave
Lower Cambridgeport at Magazine St / Riverside Rd
Cambridge St at Joy St
Harvard Square at Mass Ave/ Dunster
Harvard University Gund Hall at Quincy St / Kirkland S
Coolidge Corner - Beacon St @ Centre St
Kendall T
MIT Stata Center at Vassar St / Main St
Sidney Research Campus/ Erie Street at Waverly
Longwood Ave at Binney St
Soldiers Field Park - 111 Western Ave
Seaport Blvd at Sleeper St
Boston City Hall - 28 State St
Seaport Square - Seaport Blvd at Northern Ave
Davis Square
Arch St at Franklin St
MIT Stata Center at Vassar St / Main St
Kenmore Square
MIT Pacific St at Purrington St
Central Square at Mass Ave / Essex St
MIT Stata Center at Vassar St / Main St
Cambridge St - at Columbia St / Webster Ave
Porter Square Station
One Kendall Square at Hampshire St / Portland St
Christian Science Plaza - Massachusetts Ave at Westland Ave
B.U. Central - 725 Comm. Ave.
HMS/HSPH - Avenue Louis Pasteur at Longwood Ave
One Memorial Drive
Commonwealth Ave At Babcock St
Rindge Avenue - O'Neill Library
Union Square - Somerville
Union Square - Somerville
MIT at Mass Ave / Amherst St
Seaport Square - Seaport Blvd at Northern Ave
Inman Square at Vellucci Plaza / Hampshire St
Central Square at Mass Ave / Essex St
MIT Stata Center at Vassar St / Main St
Rowes Wharf at Atlantic Ave
MIT at Mass Ave / Amherst St
South End Library - Tremont St at W Newton St
Harvard University Gund Hall at Quincy St / Kirkland S
Roxbury YMCA - Warren St at MLK Blvd
Cross St at Hanover St
MIT Stata Center at Vassar St / Main St
W Broadway at D St
Sidney Research Campus/ Erie Street at Waverly
Porter Square Station
Ames St at Main St
Wentworth Institute of Technology - Huntington Ave at Vancouver St
Cambridge Dept. of Public Works -147 Hampshire St.
Back Bay T Stop - Dartmouth St at Stuart St
Main St at Austin St
Lewis Wharf at Atlantic Ave
South Station - 700 Atlantic Ave
Dorchester Ave at Gillette Park
Surface Rd at India St
Nashua Street at Red Auerbach Way
Tremont St at E Berkeley St
Kendall T
Cambridge Dept. of Public Works -147 Hampshire St.
Soldiers Field Park - 111 Western Ave
Porter Square Station
Harvard Law School at Mass Ave / Jarvis St
University Park
Cross St at Hanover St
Dana Park
Boylston St at Washington St
One Memorial Drive
Coolidge Corner - Beacon St @ Centre St
Boston City Hall - 28 State St
University Park
Innovation Lab - 125 Western Ave at Batten Way
South End Library - Tremont St at W Newton St
Bunker Hill Community College
Boylston St at Washington St
Back Bay T Stop - Dartmouth St at Stuart St
Main St at Austin St
Cambridge Dept. of Public Works -147 Hampshire St.
Mt Auburn
MIT Stata Center at Vassar St / Main St
Nashua Street at Red Auerbach Way
Central Square at Mass Ave / Essex St
Kenmore Square
Prudential Center - Belvedere St
175 N Harvard St
Union Square - Somerville
359 Broadway - Broadway at Fayette Street
Kenmore Square
State Street at Channel Center
Ames St at Main St
Dorchester Ave at Gillette Park
Arch St at Franklin St
South Station - 700 Atlantic Ave
South Station - 700 Atlantic Ave
Nashua Street at Red Auerbach Way
Harvard University Housing - 115 Putnam Ave at Peabody Terrace
Seaport Square - Seaport Blvd at Northern Ave
ID Building West
Nashua Street at Red Auerbach Way
South Station - 700 Atlantic Ave
Nashua Street at Red Auerbach Way
Kendall T
MIT Vassar St
Seaport Square - Seaport Blvd at Northern Ave
Stuart St at Charles St
Seaport Blvd at Sleeper St
Copley Square - Dartmouth St at Boylston St
MIT Vassar St
Back Bay T Stop - Dartmouth St at Stuart St
Purchase St at Pearl St
Porter Square Station
Soldiers Field Park - 111 Western Ave
MIT at Mass Ave / Amherst St
MIT at Mass Ave / Amherst St
Brian P. Murphy Staircase at Child Street
Landmark Center - Brookline Ave at Park Dr
Prudential Center - Belvedere St
Dana Park
Boston City Hall - 28 State St
South Station - 700 Atlantic Ave
Ink Block - Harrison Ave at Herald St
W Broadway at D St
One Kendall Square at Hampshire St / Portland St
Nashua Street at Red Auerbach Way
Nashua Street at Red Auerbach Way
Nashua Street at Red Auerbach Way
South Station - 700 Atlantic Ave
Brigham Circle - Francis St at Huntington Ave
CambridgeSide Galleria - CambridgeSide PL at Land Blvd
Nashua Street at Red Auerbach Way
Nashua Street at Red Auerbach Way
W Broadway at Dorchester St
Nashua Street at Red Auerbach Way
Washington St at Waltham St
W Broadway at D St
Brigham Circle - Francis St at Huntington Ave
Aquarium T Stop - 200 Atlantic Ave
Nashua Street at Red Auerbach Way
Main St at Austin St
Beacon St at Arlington St
Central Square at Mass Ave / Essex St
Inman Square at Vellucci Plaza / Hampshire St
Nashua Street at Red Auerbach Way
Beacon St at Arlington St
Warren St at Chelsea St
Kendall T
Commonwealth Ave at Buick St
South Boston Library - 646 E Broadway
Nashua Street at Red Auerbach Way
Harvard Square at Mass Ave/ Dunster
Commonwealth Ave at Buick St
Tremont St at West St
Conway Park - Somerville Avenue
Commonwealth Ave at Buick St
Harvard University Radcliffe Quadrangle at Shepard St / Garden St
South Station - 700 Atlantic Ave
Ames St at Main St
South Station - 700 Atlantic Ave
Porter Square Station
Ames St at Main St
Coolidge Corner - Beacon St @ Centre St
Nashua Street at Red Auerbach Way
Aquarium T Stop - 200 Atlantic Ave
Boston City Hall - 28 State St
Nashua Street at Red Auerbach Way
Nashua Street at Red Auerbach Way
Nashua Street at Red Auerbach Way
South Boston Library - 646 E Broadway
Coolidge Corner - Beacon St @ Centre St
Kendall Street
Charles Circle - Charles St at Cambridge St TEMPORARY WINTER LOCATION
Verizon Innovation Hub 10 Ware Street
Lewis Wharf at Atlantic Ave
Back Bay T Stop - Dartmouth St at Stuart St
Dorchester Ave at Gillette Park
Third at Binney
Main St at Austin St
Copley Square - Dartmouth St at Boylston St
Copley Square - Dartmouth St at Boylston St
Linear Park - Mass. Ave. at Cameron Ave. 
Kenmore Square
Aquarium T Stop - 200 Atlantic Ave
Inman Square at Vellucci Plaza / Hampshire St
Charles Circle - Charles St at Cambridge St TEMPORARY WINTER LOCATION
W Broadway at D St
W Broadway at Dorchester St
Purchase St at Pearl St
Nashua Street at Red Auerbach Way
Packard's Corner - Commonwealth Ave at Brighton Ave
Boylston St at Arlington St TEMPORARY WINTER LOCATION
South Station - 700 Atlantic Ave
Harvard University Housing - 115 Putnam Ave at Peabody Terrace
South Station - 700 Atlantic Ave
Cambridge St at Joy St
Washington St at Rutland St
W Broadway at Dorchester St
Boylston St at Arlington St TEMPORARY WINTER LOCATION
Boylston St at Arlington St TEMPORARY WINTER LOCATION
MIT Stata Center at Vassar St / Main St
Copley Square - Dartmouth St at Boylston St
Nashua Street at Red Auerbach Way
Linear Park - Mass. Ave. at Cameron Ave. 
Kenmore Square
Conway Park - Somerville Avenue
Inman Square at Vellucci Plaza / Hampshire St
Copley Square - Dartmouth St at Boylston St
Landmark Center - Brookline Ave at Park Dr
Nashua Street at Red Auerbach Way
Warren St at Chelsea St
Washington St at Waltham St
Boylston St at Washington St
Tremont St at E Berkeley St
EF - North Point Park
Dorchester Ave at Gillette Park
Kendall T
Harvard Square at Brattle St / Eliot St
Lechmere Station at Cambridge St / First St
South Station - 700 Atlantic Ave
Innovation Lab - 125 Western Ave at Batten Way
Commonwealth Ave at Buick St
Hyde Square - Barbara St at Centre St
South Station - 700 Atlantic Ave
Rindge Avenue - O'Neill Library
University Park
South End Library - Tremont St at W Newton St
Linear Park - Mass. Ave. at Cameron Ave. 
MIT Pacific St at Purrington St
Rindge Avenue - O'Neill Library
Nashua Street at Red Auerbach Way
Cambridge St - at Columbia St / Webster Ave
Washington St at Rutland St
Nashua Street at Red Auerbach Way
Prudential Center - Belvedere St
Porter Square Station
Cambridge St at Joy St
Lower Cambridgeport at Magazine St / Riverside Rd
Arch St at Franklin St
Boston City Hall - 28 State St
Stuart St at Charles St
Union Square - Somerville
Seaport Blvd at Sleeper St
Nashua Street at Red Auerbach Way
Arch St at Franklin St
Christian Science Plaza - Massachusetts Ave at Westland Ave
Nashua Street at Red Auerbach Way
Boston City Hall - 28 State St
Nashua Street at Red Auerbach Way
Rowes Wharf at Atlantic Ave
Cross St at Hanover St
Aquarium T Stop - 200 Atlantic Ave
Washington St at Waltham St
Spaulding Rehabilitation Hospital - Charlestown Navy Yard
Cambridge St - at Columbia St / Webster Ave
175 N Harvard St
Cross St at Hanover St
Inman Square at Vellucci Plaza / Hampshire St
Commonwealth Ave at Buick St
Main St at Austin St
Prudential Center - Belvedere St
Linear Park - Mass. Ave. at Cameron Ave. 
Harvard Square at Mass Ave/ Dunster
South Station - 700 Atlantic Ave
Harvard Square at Mass Ave/ Dunster
MIT Vassar St
Warren St at Chelsea St
Ink Block - Harrison Ave at Herald St
Curtis Hall - South St at Centre St
Tremont St at E Berkeley St
State Street at Channel Center
Binney St / Sixth St
Prudential Center - Belvedere St
Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St
Linear Park - Mass. Ave. at Cameron Ave. 
Congress St at Northern Ave
Nashua Street at Red Auerbach Way
Union Square - Somerville
Ruggles T Stop - Columbus Ave at Melnea Cass Blvd
Ink Block - Harrison Ave at Herald St
Brighton Mills - 370 Western Ave
Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St
South Station - 700 Atlantic Ave
Boston Convention and Exhibition Center - Summer St at West Side Dr
Curtis Hall - South St at Centre St
Somerville City Hall
Chinatown Gate Plaza
Cambridge St - at Columbia St / Webster Ave
Back Bay T Stop - Dartmouth St at Stuart St
Lafayette Square at Mass Ave / Main St / Columbia St
Ink Block - Harrison Ave at Herald St
Tremont St at E Berkeley St
Brian P. Murphy Staircase at Child Street
South End Library - Tremont St at W Newton St
Aquarium T Stop - 200 Atlantic Ave
Surface Rd at India St
Surface Rd at India St
Congress St at North St
Union Square - Somerville
Binney St / Sixth St
Washington St at Rutland St
South Station - 700 Atlantic Ave
Kenmore Square
W Broadway at D St
Central Square at Mass Ave / Essex St
South Station - 700 Atlantic Ave
Harvard Law School at Mass Ave / Jarvis St
Nashua Street at Red Auerbach Way
Washington St at Rutland St
Coolidge Corner - Beacon St @ Centre St
Seaport Blvd at Sleeper St
Lower Cambridgeport at Magazine St / Riverside Rd
MIT Stata Center at Vassar St / Main St
Dana Park
Surface Rd at India St
Washington St at Waltham St
MIT at Mass Ave / Amherst St
Central Square at Mass Ave / Essex St
Harvard University Housing - 115 Putnam Ave at Peabody Terrace
One Kendall Square at Hampshire St / Portland St
Lower Cambridgeport at Magazine St / Riverside Rd
Harvard University Radcliffe Quadrangle at Shepard St / Garden St
Conway Park - Somerville Avenue
MIT at Mass Ave / Amherst St
Beacon St at Arlington St
Harvard Law School at Mass Ave / Jarvis St
Harvard Law School at Mass Ave / Jarvis St
Ruggles T Stop - Columbus Ave at Melnea Cass Blvd
Cambridge St - at Columbia St / Webster Ave
Harvard University Housing - 115 Putnam Ave at Peabody Terrace
Aquarium T Stop - 200 Atlantic Ave
MIT at Mass Ave / Amherst St
Union Square - Somerville
Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St
Commonwealth Ave At Babcock St
Troy Boston
Central Square at Mass Ave / Essex St
Coolidge Corner - Beacon St @ Centre St
State Street at Channel Center
Lewis Wharf at Atlantic Ave
Warren St at Chelsea St
